x1		y1		  x2		y2		x3		y3		x4		y4
0.00946924	-0.00026093       0.00946924	-0.00025970     0.00946924	-0.00025605     0.00946924	-0.00024689
5.17364008	-0.00119559	  5.17364008	-0.00119250	5.17364008	-0.00118327   	5.17364008	-0.00116409
5.25569426	-0.00125698	  5.25569426	-0.00125369	5.25569426	-0.00124436   	5.25569426	-0.00122539
5.33758255	-0.00131766	  5.33758255	-0.00131460	5.33758255	-0.00130504   	5.33758255	-0.00128614
5.41931901	-0.00138424	  5.41931901	-0.00138105	5.41931901	-0.00137153   	5.41931901	-0.00135264
5.50091674	-0.00145416	  5.50091674	-0.00145086	5.50091674	-0.00144138   	5.50091674	-0.00142229
5.58238848	-0.00152725	  5.58238848	-0.00152367	5.58238848	-0.00151445   	5.58238848	-0.00149507
5.66374651	-0.00160347	  5.66374651	-0.00160000	5.66374651	-0.00159017   	5.66374651	-0.00157075
5.74500261	-0.00168140	  5.74500261	-0.00167800	5.74500261	-0.00166793   	5.74500261	-0.00164852
5.82616817	-0.00176141	  5.82616817	-0.00175819	5.82616817	-0.00174838   	5.82616817	-0.00172824
5.90725409	-0.00184422	  5.90725409	-0.00184043	5.90725409	-0.00183082   	5.90725409	-0.00181049
5.98827101	-0.00192633	  5.98827101	-0.00192283	5.98827101	-0.00191249   	5.98827101	-0.00189228
6.06922902	-0.00201257	  6.06922902	-0.00200893	6.06922902	-0.00199851   	6.06922902	-0.00197708
6.15013786	-0.00209388	  6.15013786	-0.00209031	6.15013786	-0.00208004   	6.15013786	-0.00205870
6.23100706	-0.00218262	  6.23100706	-0.00217873	6.23100706	-0.00216825   	6.23100706	-0.00214662
6.31184568	-0.00226787	  6.31184568	-0.00226432	6.31184568	-0.00225388   	6.31184568	-0.00223206
6.39266267	-0.00235623	  6.39266267	-0.00235245	6.39266267	-0.00234168   	6.39266267	-0.00231947
6.47346647	-0.00244318	  6.47346647	-0.00243956	6.47346647	-0.00242907   	6.47346647	-0.00240642
6.55426526	-0.00253081	  6.55426526	-0.00252694	6.55426526	-0.00251609   	6.55426526	-0.00249339
6.63506695	-0.00261797	  6.63506695	-0.00261405	6.63506695	-0.00260307   	6.63506695	-0.00257954
6.71587918	-0.00270422	  6.71587918	-0.00270049	6.71587918	-0.00268910   	6.71587918	-0.00266574
6.79670934	-0.00279327	  6.79670934	-0.00279012	6.79670934	-0.00277867   	6.79670934	-0.00275425
6.87756449	-0.00287842	  6.87756449	-0.00287470	6.87756449	-0.00286310   	6.87756449	-0.00283872
6.95845138	-0.00296136	  6.95845138	-0.00295724	6.95845138	-0.00294574   	6.95845138	-0.00292069
7.03937730	-0.00305114	  7.03937730	-0.00304687	7.03937730	-0.00303519   	7.03937730	-0.00300978
7.12034800	-0.00313518	  7.12034800	-0.00313055	7.12034800	-0.00311919   	7.12034800	-0.00309347
7.20137000	-0.00321894	  7.20137000	-0.00321484	7.20137000	-0.00320298   	7.20137000	-0.00317686
7.28244926	-0.00330296	  7.28244926	-0.00329911	7.28244926	-0.00328727   	7.28244926	-0.00326065
7.36359161	-0.00338585	  7.36359161	-0.00338123	7.36359161	-0.00336909   	7.36359161	-0.00334250
7.44480268	-0.00346742	  7.44480268	-0.00346266	7.44480268	-0.00345070   	7.44480268	-0.00342361
7.52608790	-0.00354767	  7.52608790	-0.00354383	7.52608790	-0.00353119   	7.52608790	-0.00350364
7.60745251	-0.00363185	  7.60745251	-0.00362770	7.60745251	-0.00361518   	7.60745251	-0.00358714
7.68890178	-0.00370814	  7.68890178	-0.00370376	7.68890178	-0.00369088   	7.68890178	-0.00366279
7.77044052	-0.00378616	  7.77044052	-0.00378137	7.77044052	-0.00376883   	7.77044052	-0.00374008
7.85207340	-0.00387432	  7.85207340	-0.00386972	7.85207340	-0.00385679   	7.85207340	-0.00382166
7.93380517	-0.00393551	  7.93380517	-0.00393094	7.93380517	-0.00392027   	7.93380517	-0.00389087
8.01564025	-0.00401567	  8.01564025	-0.00401108	8.01564025	-0.00399797   	8.01564025	-0.00396795
8.09758316	-0.00408875	  8.09758316	-0.00408509	8.09758316	-0.00407142   	8.09758316	-0.00404150
8.17963800	-0.00416263	  8.17963800	-0.00415767	8.17963800	-0.00414464   	8.17963800	-0.00411410
8.26180888	-0.00423416	  8.26180888	-0.00422950	8.26180888	-0.00421603   	8.26180888	-0.00418508
8.34409969	-0.00430545	  8.34409969	-0.00430088	8.34409969	-0.00428659   	8.34409969	-0.00425560
8.42651428	-0.00437508	  8.42651428	-0.00436998	8.42651428	-0.00435671   	8.42651428	-0.00432562
8.50905636	-0.00444444	  8.50905636	-0.00443957	8.50905636	-0.00442520   	8.50905636	-0.00439452
8.59172947	-0.00451156	  8.59172947	-0.00450677	8.59172947	-0.00449286   	8.59172947	-0.00446101
8.67453695	-0.00457710	  8.67453695	-0.00457185	8.67453695	-0.00455784   	8.67453695	-0.00452592
8.75748279	-0.00464499	  8.75748279	-0.00463957	8.75748279	-0.00462536   	8.75748279	-0.00459328
8.84056961	-0.00470789	  8.84056961	-0.00470296	8.84056961	-0.00468838   	8.84056961	-0.00465640
8.92380088	-0.00477111	  8.92380088	-0.00476710	8.92380088	-0.00475237   	8.92380088	-0.00471966
9.00717961	-0.00483263	  9.00717961	-0.00482870	9.00717961	-0.00481354   	9.00717961	-0.00478099
9.09070880	-0.00489555	  9.09070880	-0.00489048	9.09070880	-0.00487583   	9.09070880	-0.00484243
9.17439131	-0.00495522	  9.17439131	-0.00495017	9.17439131	-0.00493581   	9.17439131	-0.00490190
9.25822997	-0.00501508	  9.25822997	-0.00500987	9.25822997	-0.00499526   	9.25822997	-0.00496131
9.34222745	-0.00507425	  9.34222745	-0.00506903	9.34222745	-0.00505489   	9.34222745	-0.00502084
9.42638653	-0.00512955	  9.42638653	-0.00512460	9.42638653	-0.00510977   	9.42638653	-0.00507526
9.51070961	-0.00518494	  9.51070961	-0.00518007	9.51070961	-0.00516510   	9.51070961	-0.00513099
9.59519909	-0.00523843	  9.59519909	-0.00523398	9.59519909	-0.00521870   	9.59519909	-0.00518392
9.67985740	-0.00529449	  9.67985740	-0.00528958	9.67985740	-0.00527472   	9.67985740	-0.00523993
9.76468688	-0.00534851	  9.76468688	-0.00534328	9.76468688	-0.00532796   	9.76468688	-0.00529293
9.84968997	-0.00539884	  9.84968997	-0.00539416	9.84968997	-0.00537919   	9.84968997	-0.00534344
9.93486877	-0.00545041	  9.93486877	-0.00544561	9.93486877	-0.00543066   	9.93486877	-0.00539481
10.02022541	-0.00550065	  10.02022541	-0.00549581	10.02022541	-0.00548076   	10.02022541	-0.00544501
10.10576190	-0.00554977	  10.10576190	-0.00554536	10.10576190	-0.00552966   	10.10576190	-0.00549407
10.19148023	-0.00559842	  10.19148023	-0.00559258	10.19148023	-0.00557743   	10.19148023	-0.00554184
10.27738232	-0.00564450	  10.27738232	-0.00563998	10.27738232	-0.00562433   	10.27738232	-0.00558824
10.36347000	-0.00569087	  10.36347000	-0.00568565	10.36347000	-0.00567094   	10.36347000	-0.00563475
10.44974502	-0.00573604	  10.44974502	-0.00573136	10.44974502	-0.00571558   	10.44974502	-0.00567957
10.53620931	-0.00578159	  10.53620931	-0.00577634	10.53620931	-0.00576068   	10.53620931	-0.00572449
10.62286443	-0.00582481	  10.62286443	-0.00582034	10.62286443	-0.00580472   	10.62286443	-0.00576823
10.70971208	-0.00586708	  10.70971208	-0.00586215	10.70971208	-0.00584623   	10.70971208	-0.00580985
10.79675378	-0.00590995	  10.79675378	-0.00590438	10.79675378	-0.00588936   	10.79675378	-0.00585224
10.88399106	-0.00595062	  10.88399106	-0.00594529	10.88399106	-0.00593038   	10.88399106	-0.00589357
10.97142541	-0.00599109	  10.97142541	-0.00598514	10.97142541	-0.00597030   	10.97142541	-0.00593405
11.05905828	-0.00603204	  11.05905828	-0.00602667	11.05905828	-0.00601070   	11.05905828	-0.00597400
11.14689115	-0.00606806	  11.14689115	-0.00606399	11.14689115	-0.00604846   	11.14689115	-0.00601061
11.23492518	-0.00610527	  11.23492518	-0.00609926	11.23492518	-0.00608409   	11.23492518	-0.00604707
11.32316157	-0.00614263	  11.32316157	-0.00613734	11.32316157	-0.00612245   	11.32316157	-0.00608443
11.41160168	-0.00618092	  11.41160168	-0.00617575	11.41160168	-0.00616009   	11.41160168	-0.00612284
11.50024669	-0.00621601	  11.50024669	-0.00621024	11.50024669	-0.00619603   	11.50024669	-0.00615846
11.58909792	-0.00625216	  11.58909792	-0.00624723	11.58909792	-0.00623160   	11.58909792	-0.00619331
11.67815643	-0.00628527	  11.67815643	-0.00628005	11.67815643	-0.00626428   	11.67815643	-0.00622766
11.76742328	-0.00631799	  11.76742328	-0.00631278	11.76742328	-0.00629717   	11.76742328	-0.00625993
11.85689951	-0.00635093	  11.85689951	-0.00634516	11.85689951	-0.00632960   	11.85689951	-0.00629221
11.94658612	-0.00638381	  11.94658612	-0.00637770	11.94658612	-0.00636260   	11.94658612	-0.00632519
12.03648404	-0.00641379	  12.03648404	-0.00640841	12.03648404	-0.00639299   	12.03648404	-0.00635623
12.12659431	-0.00644115	  12.12659431	-0.00643645	12.12659431	-0.00642166   	12.12659431	-0.00638668
12.21691751	-0.00647720	  12.21691751	-0.00647155	12.21691751	-0.00645604   	12.21691751	-0.00641846
